SP-[1] Epoch: 1/1800 | Time: 0m04s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.81  Acc 40.10% | Val: Loss -0.46  Acc(top1) 26.14% | HA 0.00@0

SP-[1] Epoch: 491/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.30  Acc 77.73% | Val: Loss nan  Acc(top1) 72.16% | HA 0.00@0

SP-[1] Epoch: 492/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.30  Acc 78.52% | Val: Loss nan  Acc(top1) 73.86% | HA 0.00@0

SP-[1] Epoch: 493/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.28  Acc 79.82% | Val: Loss nan  Acc(top1) 70.45% | HA 0.00@0

SP-[1] Epoch: 494/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.28  Acc 79.43% | Val: Loss nan  Acc(top1) 72.73% | HA 0.00@0

SP-[1] Epoch: 495/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.30  Acc 76.69% | Val: Loss nan  Acc(top1) 67.05% | HA 0.00@0

SP-[1] Epoch: 496/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 79.69% | Val: Loss nan  Acc(top1) 60.23% | HA 0.00@0

SP-[1] Epoch: 497/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.30  Acc 76.56% | Val: Loss nan  Acc(top1) 59.09% | HA 0.00@0

SP-[1] Epoch: 498/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 77.47% | Val: Loss nan  Acc(top1) 73.30% | HA 0.00@0

SP-[1] Epoch: 499/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 78.65% | Val: Loss nan  Acc(top1) 75.57% | HA 0.00@0

SP-[1] Epoch: 500/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 79.82% | Val: Loss nan  Acc(top1) 65.34% | HA 0.00@0

SP-[1] Epoch: 501/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 77.08% | Val: Loss nan  Acc(top1) 56.82% | HA 0.00@0

SP-[1] Epoch: 502/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.32  Acc 75.78% | Val: Loss nan  Acc(top1) 74.43% | HA 0.00@0

SP-[1] Epoch: 503/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 80.86% | Val: Loss nan  Acc(top1) 73.30% | HA 0.00@0

SP-[1] Epoch: 504/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 78.12% | Val: Loss nan  Acc(top1) 47.73% | HA 0.00@0

SP-[1] Epoch: 505/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 73.83% | Val: Loss nan  Acc(top1) 60.80% | HA 0.00@0

SP-[1] Epoch: 506/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.32  Acc 74.35% | Val: Loss nan  Acc(top1) 59.66% | HA 0.00@0

SP-[1] Epoch: 507/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.28  Acc 79.82% | Val: Loss nan  Acc(top1) 70.45% | HA 0.00@0

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:82.38636779785156, ValAcc:82.38636779785156-TrAcc77.08333333333334-@508
SP-[1] Epoch: 508/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.27  Acc 77.08% | Val: Loss nan  Acc(top1) 82.39% | HA 82.39@508

SP-[1] Epoch: 509/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.28  Acc 77.08% | Val: Loss nan  Acc(top1) 59.09% | HA 82.39@508

SP-[1] Epoch: 510/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.31  Acc 76.95% | Val: Loss nan  Acc(top1) 76.70% | HA 82.39@508

SP-[1] Epoch: 511/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.30  Acc 78.39% | Val: Loss nan  Acc(top1) 49.43% | HA 82.39@508

SP-[1] Epoch: 512/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.30  Acc 75.26% | Val: Loss nan  Acc(top1) 61.93% | HA 82.39@508

SP-[1] Epoch: 513/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.28  Acc 78.65% | Val: Loss nan  Acc(top1) 57.95% | HA 82.39@508

SP-[1] Epoch: 514/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.31  Acc 77.21% | Val: Loss nan  Acc(top1) 63.07% | HA 82.39@508

SP-[1] Epoch: 515/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.25  Acc 81.12% | Val: Loss nan  Acc(top1) 61.36% | HA 82.39@508

SP-[1] Epoch: 516/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.27  Acc 78.78% | Val: Loss nan  Acc(top1) 73.86% | HA 82.39@508

SP-[1] Epoch: 517/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.30  Acc 76.82% | Val: Loss nan  Acc(top1) 39.20% | HA 82.39@508

SP-[1] Epoch: 518/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.30  Acc 78.26% | Val: Loss nan  Acc(top1) 77.27% | HA 82.39@508

SP-[1] Epoch: 519/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.27  Acc 80.21% | Val: Loss nan  Acc(top1) 73.30% | HA 82.39@508

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:85.79545593261719, ValAcc:85.79545593261719-TrAcc77.60416666666666-@520
SP-[1] Epoch: 520/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 77.60% | Val: Loss nan  Acc(top1) 85.80% | HA 85.80@520

SP-[1] Epoch: 521/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.27  Acc 77.99% | Val: Loss nan  Acc(top1) 75.00% | HA 85.80@520

SP-[1] Epoch: 522/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 79.69% | Val: Loss nan  Acc(top1) 68.18% | HA 85.80@520

SP-[1] Epoch: 523/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.30  Acc 79.43% | Val: Loss nan  Acc(top1) 80.11% | HA 85.80@520

SP-[1] Epoch: 524/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 75.39% | Val: Loss nan  Acc(top1) 68.18% | HA 85.80@520

SP-[1] Epoch: 525/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 77.21% | Val: Loss nan  Acc(top1) 67.05% | HA 85.80@520

SP-[1] Epoch: 526/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.28  Acc 77.60% | Val: Loss nan  Acc(top1) 78.98% | HA 85.80@520

SP-[1] Epoch: 527/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.28  Acc 79.43% | Val: Loss nan  Acc(top1) 55.68% | HA 85.80@520

SP-[1] Epoch: 528/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.28  Acc 79.17% | Val: Loss nan  Acc(top1) 72.16% | HA 85.80@520

SP-[1] Epoch: 529/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.28  Acc 78.12% | Val: Loss nan  Acc(top1) 73.86% | HA 85.80@520

SP-[1] Epoch: 530/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.28  Acc 82.29% | Val: Loss nan  Acc(top1) 75.00% | HA 85.80@520

SP-[1] Epoch: 531/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.29  Acc 78.78% | Val: Loss nan  Acc(top1) 75.00% | HA 85.80@520

SP-[1] Epoch: 532/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.30  Acc 80.21% | Val: Loss nan  Acc(top1) 77.84% | HA 85.80@520

SP-[1] Epoch: 533/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.30  Acc 75.78% | Val: Loss nan  Acc(top1) 65.34% | HA 85.80@520

SP-[1] Epoch: 534/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.25  Acc 80.08% | Val: Loss nan  Acc(top1) 68.75% | HA 85.80@520

SP-[1] Epoch: 535/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.27  Acc 80.99% | Val: Loss nan  Acc(top1) 70.45% | HA 85.80@520

SP-[1] Epoch: 536/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.28  Acc 76.82% | Val: Loss nan  Acc(top1) 82.39% | HA 85.80@520

SP-[1] Epoch: 537/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.28  Acc 78.52% | Val: Loss nan  Acc(top1) 66.48% | HA 85.80@520

SP-[1] Epoch: 538/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.30  Acc 76.30% | Val: Loss nan  Acc(top1) 68.18% | HA 85.80@520

SP-[1] Epoch: 539/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.32  Acc 75.65% | Val: Loss nan  Acc(top1) 84.09% | HA 85.80@520

SP-[1] Epoch: 540/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.1  Loss 0.33  Acc 75.91% | Val: Loss nan  Acc(top1) 64.77% | HA 85.80@520

SP-[1] Epoch: 541/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.29  Acc 80.34% | Val: Loss nan  Acc(top1) 80.11% | HA 85.80@520

SP-[1] Epoch: 542/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.26  Acc 80.21% | Val: Loss nan  Acc(top1) 85.80% | HA 85.80@520

SP-[1] Epoch: 543/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.25  Acc 80.60% | Val: Loss nan  Acc(top1) 81.25% | HA 85.80@520

SP-[1] Epoch: 544/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 83.98% | Val: Loss nan  Acc(top1) 84.66% | HA 85.80@520

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:86.36363983154297, ValAcc:86.36363983154297-TrAcc82.16145833333334-@545
SP-[1] Epoch: 545/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 82.16% | Val: Loss nan  Acc(top1) 86.36% | HA 86.36@545

SP-[1] Epoch: 546/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.24  Acc 82.68% | Val: Loss nan  Acc(top1) 86.36% | HA 86.36@545

SP-[1] Epoch: 547/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 83.72% | Val: Loss nan  Acc(top1) 85.80% | HA 86.36@545

SP-[1] Epoch: 548/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 81.25% | Val: Loss nan  Acc(top1) 85.23% | HA 86.36@545

SP-[1] Epoch: 549/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.23  Acc 80.34% | Val: Loss nan  Acc(top1) 86.36% | HA 86.36@545

SP-[1] Epoch: 550/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.23  Acc 81.51% | Val: Loss nan  Acc(top1) 82.39% | HA 86.36@545

SP-[1] Epoch: 551/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 83.20% | Val: Loss nan  Acc(top1) 82.95% | HA 86.36@545

SP-[1] Epoch: 552/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 83.46% | Val: Loss nan  Acc(top1) 83.52% | HA 86.36@545

SP-[1] Epoch: 553/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 83.33% | Val: Loss nan  Acc(top1) 80.11% | HA 86.36@545

SP-[1] Epoch: 554/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 84.51% | Val: Loss nan  Acc(top1) 81.25% | HA 86.36@545

SP-[1] Epoch: 555/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.21  Acc 84.24% | Val: Loss nan  Acc(top1) 84.09% | HA 86.36@545

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:87.5, ValAcc:87.5-TrAcc82.8125-@556
SP-[1] Epoch: 556/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 82.81% | Val: Loss nan  Acc(top1) 87.50% | HA 87.50@556

SP-[1] Epoch: 557/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 83.07% | Val: Loss nan  Acc(top1) 86.36% | HA 87.50@556

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:88.06818389892578, ValAcc:88.06818389892578-TrAcc84.375-@558
SP-[1] Epoch: 558/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 84.38% | Val: Loss nan  Acc(top1) 88.07% | HA 88.07@558

SP-[1] Epoch: 559/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.21  Acc 83.85% | Val: Loss nan  Acc(top1) 86.93% | HA 88.07@558

SP-[1] Epoch: 560/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.21  Acc 83.07% | Val: Loss nan  Acc(top1) 85.23% | HA 88.07@558

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:88.06818389892578, ValAcc:84.65909576416016-TrAcc85.546875-@560
SP-[1] Epoch: 561/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.21  Acc 85.55% | Val: Loss nan  Acc(top1) 84.66% | HA 88.07@558

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:90.34091186523438, ValAcc:90.34091186523438-TrAcc83.59375-@562
SP-[1] Epoch: 562/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 83.59% | Val: Loss nan  Acc(top1) 90.34% | HA 90.34@562

SP-[1] Epoch: 563/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.24  Acc 83.98% | Val: Loss nan  Acc(top1) 89.20% | HA 90.34@562

SP-[1] Epoch: 564/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 81.90% | Val: Loss nan  Acc(top1) 88.64% | HA 90.34@562

SP-[1] Epoch: 565/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 83.20% | Val: Loss nan  Acc(top1) 86.36% | HA 90.34@562

SP-[1] Epoch: 566/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 83.07% | Val: Loss nan  Acc(top1) 80.68% | HA 90.34@562

SP-[1] Epoch: 567/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.21  Acc 84.38% | Val: Loss nan  Acc(top1) 84.09% | HA 90.34@562

SP-[1] Epoch: 568/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 81.12% | Val: Loss nan  Acc(top1) 86.36% | HA 90.34@562

SP-[1] Epoch: 569/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 84.11% | Val: Loss nan  Acc(top1) 83.52% | HA 90.34@562

SP-[1] Epoch: 570/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 83.33% | Val: Loss nan  Acc(top1) 85.80% | HA 90.34@562

SP-[1] Epoch: 571/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 83.07% | Val: Loss nan  Acc(top1) 80.68% | HA 90.34@562

SP-[1] Epoch: 572/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.21  Acc 83.33% | Val: Loss nan  Acc(top1) 86.93% | HA 90.34@562

SP-[1] Epoch: 573/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.21  Acc 81.38% | Val: Loss nan  Acc(top1) 81.82% | HA 90.34@562

SP-[1] Epoch: 574/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.18  Acc 84.64% | Val: Loss nan  Acc(top1) 77.84% | HA 90.34@562

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:90.34091186523438, ValAcc:82.38636779785156-TrAcc85.67708333333334-@574
SP-[1] Epoch: 575/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 85.68% | Val: Loss nan  Acc(top1) 82.39% | HA 90.34@562

SP-[1] Epoch: 576/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 82.94% | Val: Loss nan  Acc(top1) 81.25% | HA 90.34@562

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:90.34091186523438, ValAcc:82.95455169677734-TrAcc85.67708333333334-@576
SP-[1] Epoch: 577/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 85.68% | Val: Loss nan  Acc(top1) 82.95% | HA 90.34@562

SP-[1] Epoch: 578/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.22  Acc 81.90% | Val: Loss nan  Acc(top1) 77.27% | HA 90.34@562

SP-[1] Epoch: 579/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.21  Acc 84.11% | Val: Loss nan  Acc(top1) 78.98% | HA 90.34@562

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:90.34091186523438, ValAcc:81.81818389892578-TrAcc88.15104166666666-@579
SP-[1] Epoch: 580/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 88.15% | Val: Loss nan  Acc(top1) 81.82% | HA 90.34@562

SP-[1] Epoch: 581/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 84.11% | Val: Loss nan  Acc(top1) 86.36% | HA 90.34@562

SP-[1] Epoch: 582/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 84.77% | Val: Loss nan  Acc(top1) 85.80% | HA 90.34@562

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:90.34091186523438, ValAcc:80.68181610107422-TrAcc85.80729166666666-@582
SP-[1] Epoch: 583/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 85.81% | Val: Loss nan  Acc(top1) 80.68% | HA 90.34@562

SP-[1] Epoch: 584/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 83.20% | Val: Loss nan  Acc(top1) 83.52% | HA 90.34@562

SP-[1] Epoch: 585/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.21  Acc 81.90% | Val: Loss nan  Acc(top1) 78.98% | HA 90.34@562

SP-[1] Epoch: 586/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 84.38% | Val: Loss nan  Acc(top1) 85.80% | HA 90.34@562

SP-[1] Epoch: 587/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 81.77% | Val: Loss nan  Acc(top1) 80.11% | HA 90.34@562

SP-[1] Epoch: 588/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.21  Acc 84.38% | Val: Loss nan  Acc(top1) 86.93% | HA 90.34@562

SP-[1] Epoch: 589/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 84.38% | Val: Loss nan  Acc(top1) 85.80% | HA 90.34@562

SP-[1] Epoch: 590/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 83.46% | Val: Loss nan  Acc(top1) 85.80% | HA 90.34@562

SP-[1] Epoch: 591/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 83.85% | Val: Loss nan  Acc(top1) 85.23% | HA 90.34@562

SP-[1] Epoch: 592/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 84.51% | Val: Loss nan  Acc(top1) 83.52% | HA 90.34@562

SP-[1] Epoch: 593/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.21  Acc 82.81% | Val: Loss nan  Acc(top1) 83.52% | HA 90.34@562

SP-[1] Epoch: 594/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.21  Acc 84.38% | Val: Loss nan  Acc(top1) 81.25% | HA 90.34@562

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:90.34091186523438, ValAcc:89.7727279663086-TrAcc85.67708333333334-@594
SP-[1] Epoch: 595/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 85.68% | Val: Loss nan  Acc(top1) 89.77% | HA 90.34@562

SP-[1] Epoch: 596/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 81.25% | Val: Loss nan  Acc(top1) 86.93% | HA 90.34@562

SP-[1] Epoch: 597/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.21  Acc 83.20% | Val: Loss nan  Acc(top1) 88.64% | HA 90.34@562

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:90.34091186523438, ValAcc:84.09091186523438-TrAcc85.15625-@597
SP-[1] Epoch: 598/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 85.16% | Val: Loss nan  Acc(top1) 84.09% | HA 90.34@562

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:90.34091186523438, ValAcc:82.38636779785156-TrAcc87.109375-@598
SP-[1] Epoch: 599/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.17  Acc 87.11% | Val: Loss nan  Acc(top1) 82.39% | HA 90.34@562

SP-[1] Epoch: 600/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 83.85% | Val: Loss nan  Acc(top1) 81.25% | HA 90.34@562

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:90.34091186523438, ValAcc:82.38636779785156-TrAcc85.546875-@600
SP-[1] Epoch: 601/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 85.55% | Val: Loss nan  Acc(top1) 82.39% | HA 90.34@562

SP-[1] Epoch: 602/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 82.94% | Val: Loss nan  Acc(top1) 82.95% | HA 90.34@562

SP-[1] Epoch: 603/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 83.59% | Val: Loss nan  Acc(top1) 84.66% | HA 90.34@562

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:90.34091186523438, ValAcc:84.09091186523438-TrAcc85.02604166666666-@603
SP-[1] Epoch: 604/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 85.03% | Val: Loss nan  Acc(top1) 84.09% | HA 90.34@562

SP-[1] Epoch: 605/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.19  Acc 84.11% | Val: Loss nan  Acc(top1) 85.23% | HA 90.34@562

SP-[1] Epoch: 606/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 83.85% | Val: Loss nan  Acc(top1) 85.23% | HA 90.34@562

SP-[1] Epoch: 607/1800 | Time: 0m03s (Train 0m03s  Val 0m00s) | Train: LR 0.010000000000000002  Loss 0.20  Acc 84.64% | Val: Loss nan  Acc(top1) 84.09% | HA 90.34@562

save model:Base4C_{}_hacc{}_valacc_{}_tracc_{}_{}th_epoch.pt, bestAcc:90.34091186523438, ValAcc:86.93181610107422-TrAcc85.28645833333334-@607
